topic,stem,example_word,n,doc_freq,tf,idf,tf_idf
supervision,coeur,coeure,414,242,3.305789611404431e-5,0,0
supervision,congression,congressional,414,342,3.305789611404431e-5,0,0
supervision,ngfs,ngfs,414,105,3.305789611404431e-5,0,0
supervision,seiz,seize,414,511,3.305789611404431e-5,0,0
supervision,sharia,sharia,414,47,3.305789611404431e-5,0,0
supervision,buildup,buildup,413,339,3.297804612343068e-5,0,0
supervision,insist,insist,413,402,3.297804612343068e-5,0,0
supervision,ordinari,ordinary,413,460,3.297804612343068e-5,0,0
supervision,till,till,412,401,3.289819613281704e-5,0,0
supervision,town,town,412,440,3.289819613281704e-5,0,0
supervision,winter,winter,412,449,3.289819613281704e-5,0,0
supervision,discontinu,discontinued,411,370,3.281834614220341e-5,0,0
supervision,dot,dot,411,356,3.281834614220341e-5,0,0
supervision,ethnic,ethnic,411,130,3.281834614220341e-5,0,0
supervision,umbrella,umbrella,411,221,3.281834614220341e-5,0,0
supervision,bitcoin,bitcoin,410,99,3.273849615158978e-5,0,0
supervision,counterfeit,counterfeiting,410,223,3.273849615158978e-5,0,0
supervision,earliest,earliest,410,404,3.273849615158978e-5,0,0
supervision,idiosyncrat,idiosyncratic,410,372,3.273849615158978e-5,0,0
supervision,offshor,offshore,410,336,3.273849615158978e-5,0,0
supervision,use,usefulness,410,453,3.273849615158978e-5,0,0
supervision,bailey,bailey,409,278,3.2658646160976144e-5,0,0
supervision,conform,conform,409,395,3.2658646160976144e-5,0,0
supervision,controversi,controversial,409,460,3.2658646160976144e-5,0,0
supervision,lakh,lakh,409,211,3.2658646160976144e-5,0,0
supervision,air,air,408,432,3.257879617036251e-5,0,0
supervision,scarc,scarce,408,525,3.257879617036251e-5,0,0
supervision,storm,storm,408,384,3.257879617036251e-5,0,0
supervision,insul,insulate,407,445,3.2498946179748876e-5,0,0
supervision,vicious,vicious,407,416,3.2498946179748876e-5,0,0
supervision,femal,female,406,215,3.2419096189135246e-5,0,0
supervision,unfair,unfair,406,383,3.2419096189135246e-5,0,0
supervision,calm,calm,405,462,3.233924619852161e-5,0,0
supervision,cloud,cloud,405,423,3.233924619852161e-5,0,0
supervision,fals,false,405,374,3.233924619852161e-5,0,0
supervision,loui,louis,405,328,3.233924619852161e-5,0,0
supervision,northern,northern,405,331,3.233924619852161e-5,0,0
supervision,shanghai,shanghai,405,151,3.233924619852161e-5,0,0
supervision,elast,elasticity,404,380,3.225939620790798e-5,0,0
supervision,organiz,organizational,404,336,3.225939620790798e-5,0,0
supervision,skew,skewed,404,377,3.225939620790798e-5,0,0
supervision,assembl,assembly,403,469,3.217954621729434e-5,0,0
supervision,counsel,counseling,403,266,3.217954621729434e-5,0,0
supervision,overhang,overhang,403,347,3.217954621729434e-5,0,0
supervision,spoke,spoke,403,495,3.217954621729434e-5,0,0
supervision,elder,elderly,402,304,3.209969622668071e-5,0,0
supervision,slr,slr,402,172,3.209969622668071e-5,0,0
supervision,steep,steep,402,492,3.209969622668071e-5,0,0
supervision,defens,defense,401,432,3.201984623606707e-5,0,0
supervision,solvent,solvent,401,318,3.201984623606707e-5,0,0
supervision,constitu,constituent,400,403,3.193999624545344e-5,0,0
supervision,french,french,400,452,3.193999624545344e-5,0,0
supervision,autonom,autonomous,399,391,3.1860146254839806e-5,0,0
supervision,efficaci,efficacy,399,396,3.1860146254839806e-5,0,0
supervision,imag,image,399,427,3.1860146254839806e-5,0,0
supervision,impart,impart,399,404,3.1860146254839806e-5,0,0
supervision,maximis,maximise,399,410,3.1860146254839806e-5,0,0
supervision,congratul,congratulate,398,681,3.1780296264226175e-5,0,0
supervision,dec,dec,398,204,3.1780296264226175e-5,0,0
supervision,ncbs,ncbs,398,133,3.1780296264226175e-5,0,0
supervision,reddi,reddy,398,223,3.1780296264226175e-5,0,0
supervision,decisionmak,decisionmaking,397,360,3.170044627361254e-5,0,0
supervision,pds,pds,397,79,3.170044627361254e-5,0,0
supervision,plenti,plenty,397,523,3.170044627361254e-5,0,0
supervision,proportion,proportionate,397,338,3.170044627361254e-5,0,0
supervision,curtail,curtailed,396,461,3.162059628299891e-5,0,0
supervision,trace,traced,396,446,3.162059628299891e-5,0,0
supervision,belong,belong,395,494,3.154074629238527e-5,0,0
supervision,reuter,reuters,395,273,3.154074629238527e-5,0,0
supervision,tough,tough,395,447,3.154074629238527e-5,0,0
supervision,assert,assert,394,425,3.146089630177164e-5,0,0
supervision,ingredi,ingredient,394,469,3.146089630177164e-5,0,0
supervision,malaysia,malaysia,394,308,3.146089630177164e-5,0,0
supervision,mindset,mindset,394,319,3.146089630177164e-5,0,0
supervision,mount,mounting,394,490,3.146089630177164e-5,0,0
supervision,qualif,qualifications,394,351,3.146089630177164e-5,0,0
supervision,die,die,393,331,3.1381046311158e-5,0,0
supervision,screen,screen,392,351,3.130119632054437e-5,0,0
supervision,boe,boe,391,183,3.122134632993074e-5,0,0
supervision,crr,crr,390,202,3.1141496339317105e-5,0,0
supervision,decomposit,decomposition,390,214,3.1141496339317105e-5,0,0
supervision,inspect,inspection,390,268,3.1141496339317105e-5,0,0
supervision,justic,justice,390,442,3.1141496339317105e-5,0,0
supervision,pariti,parity,390,418,3.1141496339317105e-5,0,0
supervision,annex,annex,389,265,3.1061646348703474e-5,0,0
supervision,suscept,susceptible,389,404,3.1061646348703474e-5,0,0
supervision,brainard,brainard,388,202,3.098179635808984e-5,0,0
supervision,luca,lucas,388,312,3.098179635808984e-5,0,0
supervision,posen,posen,388,83,3.098179635808984e-5,0,0
supervision,psycholog,psychological,388,312,3.098179635808984e-5,0,0
supervision,rulebook,rulebook,388,197,3.098179635808984e-5,0,0
supervision,var,var,388,184,3.098179635808984e-5,0,0
supervision,destabilis,destabilising,387,388,3.090194636747621e-5,0,0
supervision,repercuss,repercussions,387,451,3.090194636747621e-5,0,0
supervision,dinner,dinner,386,464,3.082209637686257e-5,0,0
supervision,fan,fan,386,196,3.082209637686257e-5,0,0
supervision,formula,formula,386,334,3.082209637686257e-5,0,0
supervision,microeconom,microeconomic,386,355,3.082209637686257e-5,0,0
supervision,spite,spite,386,475,3.082209637686257e-5,0,0
supervision,flatten,flattening,385,379,3.074224638624894e-5,0,0
supervision,unpredict,unpredictable,385,424,3.074224638624894e-5,0,0
supervision,municip,municipal,384,256,3.06623963956353e-5,0,0
supervision,plant,plant,384,421,3.06623963956353e-5,0,0
supervision,stark,stark,384,454,3.06623963956353e-5,0,0
supervision,intang,intangible,383,199,3.058254640502167e-5,0,0
supervision,irb,irb,383,74,3.058254640502167e-5,0,0
supervision,unavoid,unavoidable,383,447,3.058254640502167e-5,0,0
supervision,mainstream,mainstream,382,317,3.0502696414408038e-5,0,0
supervision,mfis,mfis,382,122,3.0502696414408038e-5,0,0
supervision,stricter,stricter,382,348,3.0502696414408038e-5,0,0
supervision,ineffect,ineffective,381,415,3.0422846423794404e-5,0,0
supervision,interview,interview,381,362,3.0422846423794404e-5,0,0
supervision,intrins,intrinsic,381,408,3.0422846423794404e-5,0,0
supervision,mobilis,mobilisation,381,318,3.0422846423794404e-5,0,0
supervision,smith,smith,381,353,3.0422846423794404e-5,0,0
supervision,taught,taught,381,452,3.0422846423794404e-5,0,0
supervision,remaind,remainder,380,505,3.034299643318077e-5,0,0
supervision,absent,absent,378,438,3.0183296451953503e-5,0,0
supervision,digitalis,digitalisation,378,230,3.0183296451953503e-5,0,0
supervision,rental,rental,378,251,3.0183296451953503e-5,0,0
supervision,yuan,yuan,378,156,3.0183296451953503e-5,0,0
supervision,bargain,bargaining,377,360,3.010344646133987e-5,0,0
supervision,goodhart,goodhart,377,227,3.010344646133987e-5,0,0
supervision,prof,prof,377,260,3.010344646133987e-5,0,0
supervision,registr,registration,377,250,3.010344646133987e-5,0,0
supervision,slump,slump,377,452,3.010344646133987e-5,0,0
supervision,aggrav,aggravated,376,430,3.0023596470726235e-5,0,0
supervision,boston,boston,376,313,3.0023596470726235e-5,0,0
supervision,drift,drift,376,405,3.0023596470726235e-5,0,0
supervision,gordon,gordon,376,321,3.0023596470726235e-5,0,0
supervision,immens,immense,376,483,3.0023596470726235e-5,0,0
supervision,odd,odds,376,434,3.0023596470726235e-5,0,0
supervision,upturn,upturn,376,384,3.0023596470726235e-5,0,0
supervision,varianc,variance,376,249,3.0023596470726235e-5,0,0
supervision,volcker,volcker,376,223,3.0023596470726235e-5,0,0
supervision,synchronis,synchronised,375,315,2.99437464801126e-5,0,0
supervision,bean,bean,374,239,2.9863896489498968e-5,0,0
supervision,protection,protectionism,374,376,2.9863896489498968e-5,0,0
supervision,tilt,tilted,374,374,2.9863896489498968e-5,0,0
supervision,inact,inactivity,373,304,2.9784046498885334e-5,0,0
supervision,quota,quota,373,214,2.9784046498885334e-5,0,0
supervision,redress,redressal,373,257,2.9784046498885334e-5,0,0
supervision,sceptic,scepticism,373,401,2.9784046498885334e-5,0,0
supervision,ambit,ambition,372,391,2.97041965082717e-5,0,0
supervision,axi,axis,372,219,2.97041965082717e-5,0,0
supervision,optimis,optimise,372,304,2.97041965082717e-5,0,0
supervision,steven,stevens,372,368,2.97041965082717e-5,0,0
supervision,yellen,yellen,372,221,2.97041965082717e-5,0,0
supervision,aig,aig,371,134,2.9624346517658066e-5,0,0
supervision,apra,apra,371,125,2.9624346517658066e-5,0,0
supervision,dlt,dlt,371,78,2.9624346517658066e-5,0,0
supervision,microfin,microfinance,371,109,2.9624346517658066e-5,0,0
supervision,tradeoff,tradeoff,371,335,2.9624346517658066e-5,0,0
supervision,bailout,bailout,370,314,2.9544496527044432e-5,0,0
supervision,dash,dashed,370,248,2.9544496527044432e-5,0,0
supervision,fisher,fisher,370,257,2.9544496527044432e-5,0,0
supervision,inclin,inclined,370,430,2.9544496527044432e-5,0,0
supervision,overvalu,overvalued,370,334,2.9544496527044432e-5,0,0
supervision,saudi,saudi,370,153,2.9544496527044432e-5,0,0
supervision,unbank,unbanked,370,189,2.9544496527044432e-5,0,0
supervision,virtu,virtue,370,432,2.9544496527044432e-5,0,0
supervision,blanchard,blanchard,369,250,2.94646465364308e-5,0,0
supervision,defer,deferred,369,379,2.94646465364308e-5,0,0
supervision,euro,euros,369,313,2.94646465364308e-5,0,0
supervision,european,europeans,369,358,2.94646465364308e-5,0,0
supervision,pepp,pepp,368,90,2.9384796545817165e-5,0,0
supervision,provinc,provinces,368,297,2.9384796545817165e-5,0,0
supervision,spanish,spanish,368,271,2.9384796545817165e-5,0,0
supervision,atlant,atlantic,367,366,2.930494655520353e-5,0,0
supervision,esm,esm,367,166,2.930494655520353e-5,0,0
supervision,exagger,exaggerated,367,461,2.930494655520353e-5,0,0
supervision,levi,levy,367,318,2.930494655520353e-5,0,0
supervision,reopen,reopening,366,298,2.9225096564589897e-5,0,0
supervision,thrive,thrive,366,443,2.9225096564589897e-5,0,0
supervision,psbs,psbs,365,68,2.9145246573976267e-5,0,0
supervision,appendix,appendix,364,201,2.9065396583362633e-5,0,0
supervision,inhibit,inhibit,364,439,2.9065396583362633e-5,0,0
supervision,judici,judicial,364,320,2.9065396583362633e-5,0,0
supervision,column,column,363,156,2.8985546592749e-5,0,0
supervision,interfac,interface,363,325,2.8985546592749e-5,0,0
supervision,pave,pave,363,438,2.8985546592749e-5,0,0
supervision,thank,thanking,363,479,2.8985546592749e-5,0,0
supervision,token,token,363,219,2.8985546592749e-5,0,0
supervision,aforement,aforementioned,362,397,2.8905696602135365e-5,0,0
supervision,fold,fold,362,387,2.8905696602135365e-5,0,0
supervision,jun,jun,362,153,2.8905696602135365e-5,0,0
supervision,lane,lane,362,227,2.8905696602135365e-5,0,0
supervision,pragmat,pragmatic,362,359,2.8905696602135365e-5,0,0
supervision,criterion,criterion,361,327,2.882584661152173e-5,0,0
supervision,defend,defend,361,447,2.882584661152173e-5,0,0
supervision,emptiv,emptive,361,307,2.882584661152173e-5,0,0
supervision,jeopardis,jeopardise,361,386,2.882584661152173e-5,0,0
supervision,npa,npa,361,118,2.882584661152173e-5,0,0
supervision,practition,practitioners,361,400,2.882584661152173e-5,0,0
supervision,licenc,licence,360,190,2.8745996620908098e-5,0,0
supervision,midst,midst,360,465,2.8745996620908098e-5,0,0
supervision,mile,miles,360,324,2.8745996620908098e-5,0,0
supervision,stein,stein,360,194,2.8745996620908098e-5,0,0
supervision,cheap,cheap,359,429,2.8666146630294464e-5,0,0
supervision,laf,laf,359,92,2.8666146630294464e-5,0,0
supervision,macroeconomi,macroeconomy,359,334,2.8666146630294464e-5,0,0
supervision,phenomena,phenomena,359,394,2.8666146630294464e-5,0,0
supervision,soar,soared,359,432,2.8666146630294464e-5,0,0
supervision,superior,superior,359,408,2.8666146630294464e-5,0,0
supervision,georg,george,358,398,2.858629663968083e-5,0,0
supervision,gses,gses,358,65,2.858629663968083e-5,0,0
supervision,virus,virus,358,279,2.858629663968083e-5,0,0
supervision,algorithm,algorithms,357,177,2.8506446649067196e-5,0,0
supervision,fsr,fsr,357,115,2.8506446649067196e-5,0,0
supervision,nbfc,nbfc,357,73,2.8506446649067196e-5,0,0
supervision,nonmanufactur,nonmanufacturing,357,201,2.8506446649067196e-5,0,0
supervision,pessimist,pessimistic,357,416,2.8506446649067196e-5,0,0
supervision,quantum,quantum,357,344,2.8506446649067196e-5,0,0
supervision,vibrant,vibrant,357,411,2.8506446649067196e-5,0,0
supervision,der,der,356,244,2.8426596658453563e-5,0,0
supervision,inabl,inability,356,424,2.8426596658453563e-5,0,0
supervision,oi,ois,356,201,2.8426596658453563e-5,0,0
supervision,overlook,overlooked,356,437,2.8426596658453563e-5,0,0
supervision,pertin,pertinent,356,359,2.8426596658453563e-5,0,0
supervision,altogeth,altogether,355,429,2.834674666783993e-5,0,0
supervision,avert,avert,355,395,2.834674666783993e-5,0,0
supervision,cast,cast,355,423,2.834674666783993e-5,0,0
supervision,contributor,contributor,355,459,2.834674666783993e-5,0,0
supervision,feb,feb,355,191,2.834674666783993e-5,0,0
supervision,holist,holistic,355,295,2.834674666783993e-5,0,0
supervision,recruit,recruitment,355,318,2.834674666783993e-5,0,0
supervision,soften,softening,355,434,2.834674666783993e-5,0,0
supervision,ambigu,ambiguity,354,334,2.8266896677226295e-5,0,0
supervision,bought,bought,354,399,2.8266896677226295e-5,0,0
supervision,endeavor,endeavor,354,440,2.8266896677226295e-5,0,0
supervision,interag,interagency,354,205,2.8266896677226295e-5,0,0
supervision,smart,smart,354,338,2.8266896677226295e-5,0,0
supervision,uninsur,uninsured,354,174,2.8266896677226295e-5,0,0
supervision,blur,blurred,353,357,2.818704668661266e-5,0,0
supervision,elb,elb,353,59,2.818704668661266e-5,0,0
supervision,manoeuvr,manoeuvre,353,366,2.818704668661266e-5,0,0
supervision,mis,mis,353,266,2.818704668661266e-5,0,0
supervision,unregul,unregulated,353,261,2.818704668661266e-5,0,0
supervision,style,style,352,387,2.8107196695999027e-5,0,0
supervision,unanticip,unanticipated,352,347,2.8107196695999027e-5,0,0
supervision,birth,birth,351,376,2.8027346705385394e-5,0,0
supervision,cpmi,cpmi,351,103,2.8027346705385394e-5,0,0
supervision,pacif,pacific,351,297,2.8027346705385394e-5,0,0
supervision,satisfact,satisfaction,351,335,2.8027346705385394e-5,0,0
supervision,stick,stick,351,392,2.8027346705385394e-5,0,0
supervision,buoyant,buoyant,350,408,2.794749671477176e-5,0,0
supervision,gratitud,gratitude,350,551,2.794749671477176e-5,0,0
supervision,facto,facto,349,371,2.7867646724158126e-5,0,0
supervision,harmon,harmonization,349,291,2.7867646724158126e-5,0,0
supervision,mute,muted,349,454,2.7867646724158126e-5,0,0
supervision,peac,peace,349,407,2.7867646724158126e-5,0,0
supervision,sea,sea,349,380,2.7867646724158126e-5,0,0
supervision,struck,struck,349,478,2.7867646724158126e-5,0,0
supervision,metal,metals,348,394,2.7787796733544492e-5,0,0
supervision,retrospect,retrospect,348,416,2.7787796733544492e-5,0,0
supervision,hurt,hurt,347,418,2.7707946742930862e-5,0,0
supervision,lord,lord,347,259,2.7707946742930862e-5,0,0
supervision,millennium,millennium,347,301,2.7707946742930862e-5,0,0
supervision,repositori,repositories,347,217,2.7707946742930862e-5,0,0
supervision,svensson,svensson,347,155,2.7707946742930862e-5,0,0
supervision,incept,inception,346,401,2.7628096752317228e-5,0,0
supervision,modernis,modernisation,346,283,2.7628096752317228e-5,0,0
supervision,cater,cater,345,336,2.7548246761703594e-5,0,0
supervision,supplementari,supplementary,345,292,2.7548246761703594e-5,0,0
supervision,accuraci,accuracy,344,327,2.746839677108996e-5,0,0
supervision,hub,hub,344,339,2.746839677108996e-5,0,0
supervision,iron,iron,344,447,2.746839677108996e-5,0,0
supervision,suspend,suspended,344,318,2.746839677108996e-5,0,0
supervision,crop,crops,343,275,2.7388546780476327e-5,0,0
supervision,invoic,invoicing,343,218,2.7388546780476327e-5,0,0
supervision,logist,logistics,343,385,2.7388546780476327e-5,0,0
supervision,problemat,problematic,343,421,2.7388546780476327e-5,0,0
supervision,turkstat,turkstat,343,55,2.7388546780476327e-5,0,0
supervision,finland,finland,342,315,2.7308696789862693e-5,0,0
supervision,name,names,342,400,2.7308696789862693e-5,0,0
supervision,roger,roger,342,301,2.7308696789862693e-5,0,0
supervision,supran,supranational,342,264,2.7308696789862693e-5,0,0
supervision,anecdot,anecdotal,341,381,2.722884679924906e-5,0,0
supervision,fischer,fischer,341,208,2.722884679924906e-5,0,0
supervision,handbook,handbook,341,310,2.722884679924906e-5,0,0
supervision,nineti,nineties,341,316,2.722884679924906e-5,0,0
supervision,revit,revitalization,341,265,2.722884679924906e-5,0,0
supervision,hypothet,hypothetical,340,303,2.7148996808635425e-5,0,0
supervision,plung,plunge,340,404,2.7148996808635425e-5,0,0
supervision,recipi,recipient,340,390,2.7148996808635425e-5,0,0
supervision,brand,brand,339,304,2.706914681802179e-5,0,0
supervision,intensif,intensification,339,299,2.706914681802179e-5,0,0
